0.002	1
0.004	3.689029803
0.006	12.90125044
0.008	11.95473781
0.01	10.91301282
0.012	10.34319103
0.014	10.95327798
0.016	10.67845318
0.018	12.92325071
0.02	18.95037084
0.022	19.55679482
0.024	25.88142607
0.026	29.05012601
0.028	29.43839518
0.03	29.37142809
0.032	31.72683533
0.034	36.96616029
0.036	41.57537244
0.038	46.00868853
0.04	44.11379378
0.042	45.55282666
0.044	43.74309559
0.046	42.56000338
0.048	41.01727829
0.05	40.33486843
0.052	39.00939838
0.054	38.01930129
0.056	37.29821038
0.058	37.03425021
0.06	38.97511505
0.062	39.22109136
0.064	40.05168088
0.066	43.05607508
0.068	43.53302247
0.07	43.32277687
0.072	43.63317354
0.074	44.74624656
0.076	46.6395716
0.078	47.25809666
0.08	47.80542696
0.082	47.53239302
0.084	46.71786921
0.086	45.80779833
0.088	45.45915121
0.09	45.37098233
0.092	45.91905028
0.094	46.00919821
0.096	46.11629913
0.098	45.43369469
0.1	44.76801483
0.102	44.14297916
0.104	44.17807504
0.106	45.0684608
0.108	46.65596972
0.11	49.8931324
0.112	53.97280215
0.114	56.38813601
0.116	58.78127829
0.118	59.46540348
0.12	59.90932514
0.122	59.00231235
0.124	58.32974228
0.126	57.93286895
0.128	57.92616676
0.13	57.69258608
0.132	56.96559698
0.134	56.21531017
0.136	55.79572234
0.138	55.09007085
0.14	54.57318105
0.142	54.12347097
0.144	53.70015156
0.146	53.12546751
0.148	53.05456946
0.15	52.97354926
0.152	53.4206896
0.154	53.52489876
0.156	53.55673876
0.158	53.5397097
0.16	54.33170119
0.162	54.60170559
0.164	54.76378401
0.166	54.75147394
0.168	54.82452023
0.17	54.45004983
0.172	54.24782357
0.174	53.88923452
0.176	54.05716429
0.178	53.54459866
0.18	53.07259881
0.182	52.65445599
0.184	52.30290009
0.186	52.15666889
0.188	51.94731346
0.19	52.15511667
0.192	51.90317565
0.194	51.43440593
0.196	51.05520241
0.198	50.9379582
0.2	50.73018142
0.202	50.62569828
0.204	50.88417722
0.206	51.5113673
0.208	51.9328043
0.21	52.52301755
0.212	53.3507514
0.214	54.07558131
0.216	54.62198885
0.218	54.82449256
0.22	54.83727065
0.222	54.89436001
0.224	54.49357882
0.226	54.84810023
0.228	55.44759767
0.23	55.44704345
0.232	55.84543439
0.234	55.70514311
0.236	55.40009372
0.238	55.10830205
0.24	54.8883977
0.242	54.83465234
0.244	54.88117648
0.246	55.0091067
0.248	54.70318009
0.25	54.38825474
0.252	54.17479818
0.254	53.79116566
0.256	53.38995466
0.258	53.67263257
0.26	53.39344877
0.262	53.06684061
0.264	52.78464701
0.266	52.40072488
0.268	52.14660429
0.27	51.82950287
0.272	51.54342093
0.274	51.34030879
0.276	51.33497159
0.278	51.79719478
0.28	52.23297578
0.282	52.4779454
0.284	52.63015571
0.286	52.53678622
0.288	52.49762045
0.29	52.61105649
0.292	52.81354875
0.294	53.22821573
0.296	53.16895589
0.298	53.59896984
0.3	53.78236218
0.302	53.86548817
0.304	53.8420991
0.306	53.82818821
0.308	53.69128835
0.31	53.75196439
0.312	54.42009255
0.314	54.86676348
0.316	55.19165776
0.318	55.48838228
0.32	55.48059969
0.322	55.79603596
0.324	56.2452222
0.326	56.68366788
0.328	56.54433088
0.33	56.3863799
0.332	56.37532498
0.334	56.51943225
0.336	56.41796567
0.338	56.19418121
0.34	55.92692364
0.342	55.63509216
0.344	55.34096454
0.346	55.10349846
0.348	55.32774988
0.35	55.50529114
0.352	55.36989017
0.354	55.44661065
0.356	55.24674804
0.358	55.02199444
0.36	54.8160213
0.362	54.89591617
0.364	54.89467561
0.366	54.95925357
0.368	54.96345511
0.37	54.88368857
0.372	54.94967991
0.374	55.1250206
0.376	55.10859607
0.378	54.87556424
0.38	54.64965039
0.382	54.57747007
0.384	54.73668826
0.386	54.88089285
0.388	54.69624878
0.39	54.551008
0.392	54.31673087
0.394	54.23215401
0.396	54.03058384
0.398	53.79765346
0.4	53.83963338
0.402	53.63117753
0.404	53.69869917
0.406	53.49369768
0.408	53.40791725
0.41	53.25212965
0.412	53.19518877
0.414	52.97847596
0.416	53.03178818
0.418	53.03313706
0.42	53.15053385
0.422	53.18487056
0.424	53.12129512
0.426	52.93542358
0.428	52.8027368
0.43	52.77524853
0.432	52.8005328
0.434	52.96820606
0.436	53.06145006
0.438	53.18586465
0.44	53.31791128
0.442	53.31283411
0.444	53.2944496
0.446	53.27050064
0.448	53.42894
0.45	53.96108548
0.452	54.66273986
0.454	55.18959156
0.456	55.62911284
0.458	55.67724377
0.46	55.497586
0.462	55.32246431
0.464	55.18059194
0.466	55.04307589
0.468	54.91944482
0.47	54.9673888
0.472	54.78584799
0.474	54.57808409
0.476	54.38175322
0.478	54.26543434
0.48	54.28866075
0.482	54.16331973
0.484	53.95446796
0.486	53.86589175
0.488	53.96400269
0.49	54.04497003
0.492	54.3611845
0.494	54.54074518
0.496	54.83012856
0.498	55.00984775
0.5	54.88571944
0.502	54.82587367
0.504	54.67199446
0.506	54.63432342
0.508	54.86777949
0.51	54.79528083
0.512	54.71653976
0.514	54.61379687
0.516	54.69019491
0.518	54.63997888
0.52	54.90265205
0.522	55.42661673
0.524	55.64909081
0.526	55.72058434
0.528	55.73626936
0.53	56.14653399
0.532	56.2954227
0.534	56.25932328
0.536	56.28078513
0.538	56.16252395
0.54	56.30575594
0.542	56.61335018
0.544	57.02500098
0.546	57.59170173
0.548	57.67575702
0.55	57.65495977
0.552	57.60836953
0.554	57.46610813
0.556	57.33864183
0.558	57.44889569
0.56	57.51208483
0.562	57.51218891
0.564	57.45202096
0.566	57.2923172
0.568	57.11823352
0.57	57.14799641
0.572	57.31139982
0.574	58.1240471
0.576	58.4660946
0.578	58.75041278
0.58	58.77079316
0.582	58.72835656
0.584	58.84190359
0.586	58.90481467
0.588	58.91674717
0.59	58.93930749
0.592	58.84540912
0.594	58.90156773
0.596	58.94412542
0.598	58.96324041
0.6	58.8602131
0.602	58.96269821
0.604	59.00854373
0.606	59.04911937
0.608	59.11059949
0.61	59.16990874
0.612	59.08323972
0.614	59.07129198
0.616	58.97534037
0.618	58.97185212
0.62	58.87104149
0.622	58.84539169
0.624	58.87695593
0.626	58.83968712
0.628	58.75021294
0.63	58.79032566
0.632	58.84250248
0.634	59.20849443
0.636	60.04074764
0.638	60.70960567
0.64	61.04530623
0.642	61.26892646
0.644	61.45956377
0.646	61.39403349
0.648	61.33949596
0.65	61.32268578
0.652	61.28142374
0.654	61.18249255
0.656	61.10280748
0.658	61.02539974
0.66	60.92303516
0.662	60.86051022
0.664	60.84046062
0.666	60.7234076
0.668	60.67952893
0.67	60.69421965
0.672	60.54571858
0.674	60.48506145
0.676	60.35378558
0.678	60.23642768
0.68	60.18750876
0.682	60.11701779
0.684	60.2326282
0.686	60.17352682
0.688	60.05944853
0.69	59.99182165
0.692	59.92949655
0.694	59.9484281
0.696	59.88072095
0.698	59.92314667
0.7	59.81113317
0.702	59.75153206
0.704	59.73089622
0.706	59.7328632
0.708	59.78527298
0.71	59.76947799
0.712	59.83090017
0.714	60.01314756
0.716	59.97582475
0.718	59.98497057
0.72	60.05735124
0.722	60.04053886
0.724	59.90849638
0.726	59.86446631
0.728	59.81844376
0.73	59.83726527
0.732	59.84680047
0.734	59.77987046
0.736	59.73979131
0.738	59.64206484
0.74	59.62784413
0.742	59.61419489
0.744	59.69140869
0.746	59.58541244
0.748	59.53926198
0.75	59.72107454
0.752	59.7813461
0.754	59.6790581
0.756	59.66174387
0.758	59.81316006
0.76	59.75754805
0.762	59.69356522
0.764	59.62711487
0.766	59.50371037
0.768	59.38796888
0.77	59.29980251
0.772	59.17814679
0.774	59.033777
0.776	59.01166699
0.778	58.97614513
0.78	59.12985214
0.782	59.20382464
0.784	59.227681
0.786	59.22647295
0.788	59.2952423
0.79	59.43100534
0.792	59.37562267
0.794	59.36142382
0.796	59.35670771
0.798	59.42596366
0.8	59.45780394
0.802	59.44346381
